id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
1641;26/01/2022;26/01/2022;188321;143,8;267583;140;26/01/2022;PAID
1642;24/02/2022;26/01/2022;89232;868,2;253256;868,2;24/02/2022;PAID
1643;24/02/2022;26/01/2022;43060;3249;253270;3249;24/02/2022;PAID
1644;26/03/2022;26/01/2022;43060;3249;253270;3249;28/03/2022;PAID
1645;15/03/2022;26/01/2022;850527;401,34;267710;401,34;15/03/2022;PAID
1646;26/01/2022;26/01/2022;370420;151;267574;151;26/01/2022;PAID
1647;20/02/2022;26/01/2022;173660;680;267574;680;21/02/2022;PAID
1648;24/01/2022;26/01/2022;362600;270;267574;270;26/01/2022;PAID
1649;21/01/2022;26/01/2022;358428;1380;267574;1380;26/01/2022;PAID
1650;20/01/2022;26/01/2022;1087;35;267671;35;26/01/2022;PAID
1651;18/02/2022;26/01/2022;28400;1372,15;267574;1372,15;15/02/2022;PAID
1652;26/01/2022;26/01/2022;350365;148;267589;133;26/01/2022;PAID
1653;26/01/2022;26/01/2022;350362;239,01;267589;215;26/01/2022;PAID
1654;26/01/2022;26/01/2022;1100176571;222;267725;188;26/01/2022;PAID
1655;25/02/2022;27/01/2022;414609;464,98;267575;464,98;25/02/2022;PAID
1656;27/01/2022;27/01/2022;350564;137,75;267589;123;27/01/2022;PAID
1657;27/01/2022;27/01/2022;350552;743,3;267589;668;27/01/2022;PAID
1658;26/01/2022;27/01/2022;350531;134;267589;120,6;27/01/2022;PAID
1659;27/01/2022;27/01/2022;1100368136;193;267619;169,84;27/01/2022;PAID
1660;27/01/2022;27/01/2022;150708;75,15;267612;72;27/01/2022;PAID
1661;27/01/2022;27/01/2022;150714;42;267612;39,9;27/01/2022;PAID
1662;25/01/2022;27/01/2022;5219;2190;267609;2190;27/01/2022;PAID
1663;27/01/2022;27/01/2022;246753;301;267584;255,85;27/01/2022;PAID
1664;27/01/2022;27/01/2022;270122;33;267592;20;27/01/2022;PAID
1665;28/01/2022;28/01/2022;280122;128;267592;76,8;28/01/2022;PAID
1666;28/01/2022;28/01/2022;121751;15,95;267696;15,95;28/01/2022;PAID
1667;28/01/2002;28/01/2022;379665;119;267574;119;28/01/2022;PAID
1668;27/02/2022;28/01/2022;89468;351,1;253256;351,1;02/03/2022;PAID
1669;12/02/2022;29/01/2022;415346;2587,76;267575;2587,76;11/02/2022;PAID
1670;27/02/2022;29/01/2022;43150;1096;253270;1096;02/03/2022;PAID
1671;04/02/2022;29/01/2022;50785;1311,23;267644;1311,23;04/02/2022;PAID
1672;27/02/2022;29/01/2022;6524;366,8;267709;366,8;02/03/2022;PAID
1673;14/03/2022;29/01/2022;6524;365;267709;365;14/03/2022;PAID
1674;29/03/2022;29/01/2022;6524;365;267709;365;28/03/2022;PAID
1675;29/01/2022;29/01/2022;150749;51,65;267612;46,5;29/01/2022;PAID
1676;29/01/2022;29/01/2022;123;120;267610;120;29/01/2022;PAID
1677;29/01/2022;29/01/2022;351074;78;267589;70;29/01/2022;PAID
1678;31/01/2022;01/02/2022;21646;214,96;267726;214,96;01/02/2022;PAID
1679;02/03/2022;01/02/2022;246725;338;267727;338;02/03/2022;PAID
1680;01/04/2022;01/02/2022;246725;337;267727;337;28/03/2022;PAID
1681;15/02/2022;01/02/2022;415840;736,4;267575;736,4;15/02/2022;PAID
1682;31/01/2022;01/02/2022;336932;377,15;267689;377,15;01/02/2022;PAID
1683;01/02/2022;01/02/2022;150777;45;267612;42;01/02/2022;PAID
1684;01/02/2022;01/02/2022;98376;2,9;267647;2,9;01/02/2022;PAID
1685;01/02/2022;01/02/2022;4805;112;267671;112;01/02/2022;PAID
1686;31/01/2022;01/02/2022;150773;47,7;267612;42;01/02/2022;PAID
1687;02/02/2022;02/02/2022;99981;60;267590;60;02/02/2022;PAID
1688;02/02/2022;02/02/2022;20222;680;267592;408;02/02/2022;PAID
1689;02/02/2022;02/02/2022;2022022;516;267592;264;02/02/2022;PAID
1690;02/02/2022;02/02/2022;247554;78;267584;70,2;02/02/2022;PAID
1691;04/02/2022;03/02/2022;1222;760,5;267592;760,5;04/02/2022;PAID
1692;09/02/2022;03/02/2022;257386;1212,69;267535;1212,69;07/02/2022;PAID
1693;04/03/2022;03/02/2022;853295;278,15;267710;278,15;03/03/2022;PAID
1694;04/04/2022;03/02/2022;853295;278,14;267710;278,14;04/04/2022;PAID
1695;04/03/2022;03/02/2022;416635;1176,77;267575;1176,77;04/03/2022;PAID
1696;03/04/2022;03/02/2022;416635;1176,76;267575;1176,76;04/04/2022;PAID
1697;03/05/2022;03/02/2022;416635;1176,76;267575;1176,76;03/05/2022;PAID
1698;02/06/2022;03/02/2022;416635;1176,76;267575;1176,76;02/06/2022;PAID
1699;02/07/2022;03/02/2022;416635;1176,76;267575;1176,76;04/07/2022;PAID
1700;04/02/2022;04/02/2022;351901;179;267589;160;04/02/2022;PAID
1701;05/02/2022;05/02/2022;352331;1255,38;267589;1128;05/02/2022;PAID
1702;05/02/2022;05/02/2022;248083;220;267584;187;05/02/2022;PAID
1703;01/03/2022;07/02/2022;417440;174,78;267575;174,78;02/03/2022;PAID
1704;11/03/2022;07/02/2022;417440;174,79;267575;174,79;11/03/2022;PAID
1705;07/02/2022;07/02/2022;115495;44,64;267568;44,64;07/02/2022;PAID
1706;04/02/2022;07/02/2022;1100369023;676;267619;594;07/02/2022;PAID
1707;03/02/2022;07/02/2022;351901;179;267589;160;07/02/2022;PAID
1708;03/02/2022;07/02/2022;1100368926;354;267619;311;07/02/2022;PAID
1709;09/03/2022;07/02/2022;28845;2122,05;267574;219150;07/02/2022;PAID
1710;04/02/2022;07/02/2022;185516;600;267675;600;07/02/2022;PAID
1711;04/02/2022;07/02/2022;397487;75;267574;75;07/02/2022;PAID
1712;04/02/2022;07/02/2022;382346;250;267574;250;07/02/2022;PAID
1713;09/03/2022;07/02/2022;28834;970;267574;970;09/03/2022;PAID
1714;07/02/2022;07/02/2022;248281;350;267584;315;07/02/2022;PAID
1715;07/02/2022;07/02/2022;248299;350;267584;36;07/02/2022;PAID
1716;07/02/2022;07/02/2022;352671;52,5;267589;47,25;07/02/2022;PAID
1717;07/02/2022;07/02/2022;352595;498;267589;448;07/02/2022;PAID
1718;03/03/2022;07/02/2022;103891;225;253238;225;07/02/2022;PAID
1719;25/03/2022;07/02/2022;854402;409,16;267710;409,16;07/02/2022;PAID
1720;05/03/2022;08/02/2022;417059;458,84;267575;458,84;07/03/2022;PAID
1721;08/02/2022;08/02/2022;123;120;267610;120;08/02/2022;PAID
1722;08/02/2022;08/02/2022;14049;1800;267728;1550;08/02/2022;PAID
1723;19/02/2022;08/02/2022;417091;535,42;267575;535,42;21/02/2022;PAID
1724;08/02/2022;08/02/2022;352824;512;267589;460,8;08/02/2022;PAID
1725;08/02/2022;08/02/2022;80222;353;267592;211,8;08/02/2022;PAID
1726;08/02/2022;08/02/2022;248448;990;267584;841,5;08/02/2022;PAID
1727;08/02/2022;08/02/2022;352883;18,5;267589;16,65;08/02/2022;PAID
1728;08/02/2022;08/02/2022;248477;30;267584;25,5;08/02/2022;PAID
1729;08/02/2022;08/02/2022;248481;164;267584;139,4;08/02/2022;PAID
1730;08/02/2022;08/02/2022;352955;16;267589;14,4;08/02/2022;PAID
1731;09/03/2022;08/02/2022;317684;174;267729;174;09/03/2022;PAID
1732;22/02/2022;08/02/2022;418011;449,31;267575;449,31;23/02/2022;PAID
1733;07/03/2022;08/02/2022;89947;569;253256;569;07/02/2022;PAID
1734;07/02/2022;08/02/2022;70222;130;267592;78;08/02/2022;PAID
1735;08/02/2022;08/02/2022;408111;73;267574;73;08/02/2022;PAID
1736;08/02/2022;08/02/2022;248534;78;267584;66,3;08/02/2022;PAID
1737;08/03/2022;09/02/2022;89998;2725,36;253256;2725,36;08/03/2022;PAID
1738;08/02/2022;09/02/2022;1508;100;267698;100;09/02/2022;PAID
1739;10/02/2022;10/02/2022;5073;100;267671;100;10/02/2022;PAID
1740;10/02/2022;10/02/2022;1100369564;25;267619;22;10/02/2022;PAID
1741;10/02/2022;10/02/2022;44602;56;267580;52;10/02/2022;PAID
1742;09/02/2022;10/02/2022;418918;347,75;267575;347,75;10/02/2022;PAID
1743;11/03/2022;10/02/2022;418918;239,85;267575;239,85;11/03/2022;PAID
1744;26/03/2022;10/02/2022;418918;239,85;267575;239,85;28/03/2022;PAID
1745;10/04/2022;10/02/2022;418918;239,85;267575;239,85;11/04/2022;PAID
1746;25/04/2022;10/02/2022;418918;239,85;267575;239,85;25/04/2022;PAID
1747;09/02/2022;10/02/2022;154762;576;267697;576;10/02/2022;PAID
1748;11/03/2022;10/02/2022;28924;2100;267574;2100;11/03/2022;PAID
1749;09/03/2022;10/02/2022;90090;1171,98;253256;1171,98;09/03/2022;PAID
1750;10/03/2022;11/02/2022;28924;1518;253252;1518;10/03/2022;PAID
1751;10/04/2022;11/02/2022;28924;1518;253252;1518;11/04/2022;PAID
1752;11/02/2022;11/02/2022;1100369704;112;267619;98,56;11/02/2022;PAID
1753;11/02/2022;11/02/2022;1100369703;22,5;267619;19,8;11/02/2022;PAID
1754;11/02/2022;11/02/2022;150981;129,4;267612;120;11/02/2022;PAID
1755;11/02/2022;11/02/2022;11222;353;267592;211,8;11/02/2022;PAID
1756;11/02/2022;11/02/2022;353475;92;267589;82,8;11/02/2022;PAID
1757;11/02/2022;11/02/2022;1100369746;112;267619;98,56;11/02/2022;PAID
1758;10/02/2022;11/02/2022;820958;242,36;267695;242,36;10/02/2022;PAID
1759;31/03/2022;11/02/2022;856237;287,34;267710;287,34;28/03/2022;PAID
1760;14/03/2022;14/02/2022;29001;989;267574;989;14/03/2022;PAID
1761;14/03/2022;14/02/2022;123;700;267682;700;14/03/2022;PAID
1762;12/02/2022;14/02/2022;353852;50;267589;45;14/02/2022;PAID
1763;14/02/2022;14/02/2022;5173;25;267671;25;14/02/2022;PAID
1764;13/03/2022;14/02/2022;132862;472,83;267706;472,83;14/03/2022;PAID
1765;12/02/2022;14/02/2022;28991;133;267574;133;14/02/2022;PAID
1766;15/02/2022;15/02/2022;354213;45;267589;40,5;15/02/2022;PAID
1767;15/02/2022;15/02/2022;62884;49;267684;37;15/02/2022;PAID
1768;15/02/2022;15/02/2022;62893;79;267684;59;15/02/2022;PAID
1769;15/02/2022;15/02/2022;425405;175;267574;157,5;15/02/2022;PAID
1770;26/02/2022;15/02/2022;419795;1225,78;267575;1225,78;02/03/2022;PAID
1771;14/02/2022;15/02/2022;29028;60;267574;60;15/02/2022;PAID
1772;13/03/2022;15/02/2022;174903;183,6;267632;183,6;14/03/2022;PAID
1773;16/03/2022;15/02/2022;17810;287,51;267646;287,51;15/03/2022;PAID
1774;01/03/2022;15/02/2022;420321;593,75;267575;593,75;02/03/2022;PAID
1775;11/02/2022;15/02/2022;32006;362,1;267718;344;15/02/2022;PAID
1776;04/03/2022;15/02/2022;90285;212;253256;212;04/03/2022;PAID
1777;17/03/2022;16/02/2022;43480;2172;253270;2172;17/03/2022;PAID
1778;15/03/2022;16/02/2022;105282;206,25;253238;206,25;15/03/2022;PAID
1779;29/03/2022;16/02/2022;105282;176,25;253238;176,25;28/03/2022;PAID
1780;12/04/2022;16/02/2022;105282;176,25;253238;176,25;11/04/2022;PAID
1781;15/03/2022;16/02/2022;4259;1588;267730;1588;15/03/2022;PAID
1782;16/02/2022;16/02/2022;123;200;267731;200;16/02/2022;PAID
1783;06/04/2022;17/02/2022;858149;362,96;267710;362,96;06/04/2022;PAID
1784;18/03/2022;17/02/2022;17869;256,27;267646;256,27;18/03/2022;PAID
1785;02/04/2022;17/02/2022;17869;256,27;267646;256,27;04/04/2022;PAID
1786;17/04/2022;17/02/2022;17869;256,27;267646;256,27;18/04/2022;PAID
1787;14/02/2022;17/02/2022;3758;1259,4;267732;1259,4;17/02/2022;PAID
1788;18/02/2022;18/02/2022;123;120;267610;120;18/02/2022;PAID
1789;19/03/2022;18/02/2022;421554;2131,78;267575;2131,78;21/03/2022;PAID
1790;18/04/2022;18/02/2022;421554;2131,79;267575;2131,79;18/04/2022;PAID
1791;05/03/2022;21/02/2022;421912;294,06;267575;294,06;07/03/2022;PAID
1792;10/03/2022;21/02/2022;421966;181,49;267575;181,49;10/03/2022;PAID
1793;20/03/2022;21/02/2022;29184;2593,55;267574;2593,55;21/03/2022;PAID
1794;19/02/2022;21/02/2022;19222;339;267592;186,6;21/02/2022;PAID
1795;09/02/2022;21/02/2022;28895;409,2;267574;409,2;21/02/2022;PAID
1796;25/02/2022;21/02/2022;28943;936;267574;936;25/02/2022;PAID
1797;22/02/2022;22/02/2022;5365;118;267671;118;22/02/2022;PAID
1798;22/02/2022;22/02/2022;444725;330;267574;315;22/02/2022;PAID
1799;21/03/2022;22/02/2022;28539;1380;267574;1380;21/03/2022;PAID
1800;28/02/2022;22/02/2022;259241;417,15;267535;417,15;02/03/2022;PAID
1801;08/03/2022;22/02/2022;422481;411,62;267575;411,62;07/03/2022;PAID
1802;23/03/2022;22/02/2022;859467;296,22;267710;296,22;21/03/2022;PAID
1803;07/04/2022;22/02/2022;859467;296,2;267710;296,2;07/04/2022;PAID
1804;22/04/2022;22/02/2022;859467;296,2;267710;296,2;22/04/2022;PAID
1805;15/03/2022;23/02/2022;25984;1330;253276;1330;15/03/2022;PAID
1806;23/02/2022;23/02/2022;355853;80;267589;72;23/02/2022;PAID
1807;25/03/2022;23/02/2022;29277;862,5;267574;862,5;21/03/2022;PAID
1808;01/03/2022;23/02/2022;52307;309,67;267644;309,67;02/03/2022;PAID
1809;22/03/2022;23/02/2022;90653;505;253256;505;21/03/2022;PAID
1810;23/02/2022;23/02/2022;5397;58;267671;58;23/02/2022;PAID
1811;23/02/2022;23/02/2022;355904;472;267589;424,8;23/02/2022;PAID
1812;24/03/2022;23/02/2022;422934;446,5;267575;446,5;21/03/2022;PAID
1813;22/02/2022;23/02/2022;824006;125,21;267695;125,21;23/02/2022;PAID
1814;23/02/2022;23/02/2022;620;40;267733;40;23/02/2022;PAID
1815;15/03/2022;23/02/2022;46331;298;267734;298;15/03/2022;PAID
1816;24/02/2022;24/02/2022;33120;3,5;267669;3,5;24/02/2022;PAID
1817;23/03/2022;24/02/2022;106392;346,67;253238;346,67;21/03/2022;PAID
1818;06/04/2022;24/02/2022;106392;316,67;253238;316,67;06/04/2022;PAID
1819;20/04/2022;24/02/2022;106392;316,66;253238;316,66;20/04/2022;PAID
1820;24/02/2022;24/02/2022;23534;380;267567;380;24/02/2022;PAID
1821;25/03/2022;24/02/2022;18076;227,29;267646;227,29;21/03/2022;PAID
1822;14/04/2022;24/02/2022;18076;227,28;267646;227,28;11/04/2022;PAID
1823;10/03/2022;24/02/2022;423347;1101,59;267575;1101,59;10/03/2022;PAID
1824;24/02/2022;24/02/2022;189528;35;267583;31,5;24/02/2022;PAID
1825;24/02/2022;24/02/2022;63706;33;267684;25;24/02/2022;PAID
1826;23/02/2022;24/02/2022;494;65;267735;65;24/02/2022;PAID
1827;24/02/2022;24/02/2022;2022002057;164;267597;164;24/02/2022;PAID
1828;22/02/2022;24/02/2022;5288;290;267609;290;24/02/2022;PAID
1829;24/02/2022;24/02/2022;356266;60;267589;54;24/02/2022;PAID
1830;11/03/2022;25/02/2022;423863;112,05;267575;112,05;11/03/2022;PAID
1831;26/03/2022;25/02/2022;43616;710;253270;710;28/03/2022;PAID
1832;25/02/2022;25/02/2022;778040001;64,01;267692;48;25/02/2022;PAID
1833;24/02/2022;25/02/2022;28910;500;267574;500;24/02/2022;PAID
1834;09/02/2022;25/02/2022;28910;500;267574;500;25/02/2022;PAID
1835;26/02/2022;26/02/2022;123;184,4;267642;184,4;26/02/2022;PAID
1836;26/02/2022;26/02/2022;1100371294;333;267619;299,7;26/02/2022;PAID
1837;12/03/2022;26/02/2022;424230;204,73;267575;204,73;14/03/2022;PAID
1838;26/02/2022;26/02/2022;356504;89;267589;80,1;26/02/2022;PAID
1839;28/02/2022;28/02/2022;28222;42;267592;25,2;28/02/2022;PAID
1840;28/02/2022;28/02/2022;1100371356;589,5;267619;518,76;28/02/2022;PAID
1841;28/02/2022;28/02/2022;99427;17,06;267647;17;28/02/2022;PAID
1842;28/02/2022;28/02/2022;1100371388;455;267619;400,4;28/02/2022;PAID
1843;02/03/2022;02/03/2022;1100371510;410;267619;348,5;02/03/2022;PAID
1844;02/03/2022;02/03/2022;357027;28,98;267589;28,98;02/03/2022;PAID
1845;02/03/2022;02/03/2022;357027;68,02;267589;68,02;02/03/2022;PAID
1846;02/03/2022;02/03/2022;357061;97;267589;97;02/03/2022;PAID
1847;02/03/2022;02/03/2022;357061;6,5;267589;6,5;02/03/2022;PAID
1848;02/03/2022;02/03/2022;1100371586;222;267619;195;02/03/2022;PAID
1849;01/04/2022;03/03/2022;425310;556,16;267575;556,16;28/03/2022;PAID
1850;16/04/2022;03/03/2022;425310;556,15;267575;556,15;18/04/2022;PAID
1851;01/05/2022;03/03/2022;425310;556,15;267575;556,15;02/05/2022;PAID
1852;03/03/2022;03/03/2022;5589;114;267671;114;03/03/2022;PAID
1853;03/03/2022;03/03/2022;252064;101;267584;90,9;03/03/2022;PAID
1854;18/04/2022;03/03/2022;861862;446,37;267710;446,37;18/04/2022;PAID
1855;03/03/2022;03/03/2022;252085;46;267584;41,4;03/03/2022;PAID
1856;28/03/2022;03/03/2022;5080;344,5;267582;344,5;28/03/2022;PAID
1857;25/04/2022;03/03/2022;5080;344,5;267582;344,5;25/04/2022;PAID
1858;30/03/2022;03/03/2022;53377;212,5;267712;212,5;28/03/2022;PAID
1859;13/04/2022;03/03/2022;53377;212,5;267712;212,5;11/04/2022;PAID
1860;03/03/2022;03/03/2022;1657;100;267698;100;03/03/2022;PAID
1861;03/03/2022;03/03/2022;1655;100;267698;100;03/03/2022;PAID
1862;03/03/2022;03/03/2022;252179;56;267584;50,4;03/03/2022;PAID
1863;26/02/2022;04/03/2022;63874;128;267684;96;04/03/2022;PAID
1864;15/03/2022;04/03/2022;424767;945,83;267575;945,83;15/03/2022;PAID
1865;25/03/2022;04/03/2022;42586;1576,1;267722;1576,1;25/03/2022;PAID
1866;0202-02-25;04/03/2022;499;224;267735;190;04/03/2022;PAID
1867;02/03/2022;04/03/2022;5556;120;267671;120;04/03/2022;PAID
1868;18/04/2022;04/03/2022;861388;418,84;267710;418,84;18/04/2022;PAID
1869;04/04/2022;04/03/2022;862809;282,91;267710;282,91;04/04/2022;PAID
1870;04/05/2022;04/03/2022;862809;282,91;267710;282,91;04/05/2022;PAID
1871;04/03/2022;04/03/2022;357535;150,75;267589;135,67;04/03/2022;PAID
1872;04/03/2022;04/03/2022;5622;178;267671;178;04/03/2022;PAID
1873;04/03/2022;04/03/2022;357390;180;267589;162;04/03/2022;PAID
1874;22/04/2022;04/03/2022;862892;275,39;267710;275,39;22/04/2022;PAID
1875;04/03/2022;04/03/2022;64222;128;267684;96;04/03/2022;PAID
1876;04/03/2022;04/03/2022;4322;348;267592;208;04/03/2022;PAID
1877;05/03/2022;05/03/2022;1100371918;178;267619;157;05/03/2022;PAID
1878;05/03/2022;05/03/2022;101277;174,23;267590;174,23;05/03/2022;PAID
1879;07/03/2022;07/03/2022;357841;161,54;267589;145,39;07/03/2022;PAID
1880;07/03/2022;07/03/2022;64308;128;267684;96;07/03/2022;PAID
1881;07/03/2022;07/03/2022;1100371962;424;267619;373;07/03/2022;PAID
1882;05/03/2022;07/03/2022;23620;60;267567;60;07/03/2022;PAID
1883;01/04/2022;07/03/2022;133919;310,83;267706;310,83;28/03/2022;PAID
1884;08/04/2022;07/03/2022;133919;308;267706;308;08/04/2022;PAID
1885;15/04/2022;07/03/2022;133919;308;267706;308;18/04/2022;PAID
1886;02/04/2022;07/03/2022;425734;661,18;267575;661,18;04/04/2022;PAID
1887;05/03/2022;07/03/2022;45093;30;267737;30;07/03/2022;PAID
1888;04/03/2022;07/03/2022;341012;279,28;267689;279,28;07/03/2022;PAID
1889;22/04/2022;07/03/2022;863296;470,11;267710;470,11;22/04/2022;PAID
1890;15/03/2022;08/03/2022;3308;144,71;267739;144,71;15/03/2022;PAID
1891;07/03/2022;08/03/2022;503;270;267735;270;08/03/2022;PAID
1892;08/03/2022;08/03/2022;123;5290;267740;5290;08/03/2022;PAID
1893;08/03/2022;08/03/2022;1100372205;30;267619;26,4;08/03/2022;PAID
1894;09/03/2022;09/03/2022;75560;102,37;267718;97,25;09/03/2022;PAID
1895;09/03/2022;09/03/2022;101421;230;267590;230;09/03/2022;PAID
1896;23/03/2022;09/03/2022;427105;610,19;267575;610,19;21/03/2022;PAID
1897;05/04/2022;09/03/2022;270750;304;253277;304;05/04/2022;PAID
1898;09/03/2022;09/03/2022;76591;40,32;267580;38;09/03/2022;PAID
1899;10/03/2022;10/03/2022;10032022;48;267595;48;10/03/2022;PAID
1900;10/03/2022;10/03/2022;100322;370;267592;222;10/03/2022;PAID
1901;24/03/2022;10/03/2022;427576;1437,6;267575;1437,6;21/03/2022;PAID
1902;10/03/2022;10/03/2022;10322;250;267702;250;10/03/2022;PAID
1903;10/03/2022;10/03/2022;100322;850;267591;850;10/03/2022;PAID
1904;09/04/2022;10/03/2022;29618;330;267574;330;11/04/2022;PAID
1905;10/03/2022;10/03/2022;20419;50;267688;50;10/03/2022;PAID
1906;10/03/2022;10/03/2022;358679;68;267589;62;10/03/2022;PAID
1907;11/03/2022;11/03/2022;23663;60;267567;60;11/03/2022;PAID
1908;11/03/2022;11/03/2022;1100372543;194;267619;165,87;11/03/2022;PAID
1909;25/03/2022;11/03/2022;427967;2002,49;267575;2002,49;21/03/2022;PAID
1910;11/03/2022;11/03/2022;1100372561;38;267619;32,49;11/03/2022;PAID
1911;25/02/2022;11/03/2022;24222;1350;267741;1350;11/03/2022;PAID
1912;11/03/2022;11/03/2022;2433;770;267742;730;11/03/2022;PAID
1913;10/03/2022;11/03/2022;341808;693,18;267689;693,18;11/03/2022;PAID
1914;28/04/2022;11/03/2022;865166;461,01;267710;461,01;28/04/2022;PAID
1915;11/03/2022;11/03/2022;492589;20;267574;20;11/03/2022;PAID
1916;12/03/2022;12/03/2022;498063;157;253252;157;12/03/2022;PAID
1917;23/03/2022;12/03/2022;29564;1615,1;267574;1615,1;23/03/2022;PAID
1918;27/03/2022;12/03/2022;498376;214,2;253252;214,2;28/03/2022;PAID
1919;12/03/2022;12/03/2022;359212;24;267589;24;12/03/2022;PAID
1920;12/03/2022;12/03/2022;359181;12,5;267589;12,5;12/03/2022;PAID
1921;10/03/2022;10/03/2022;123;135;267610;135;10/03/2022;PAID
1922;14/03/2022;14/03/2022;156141;28;267572;26,5;14/03/2022;PAID
1923;08/04/2022;14/03/2022;29156;579,5;267743;579,5;08/04/2022;PAID
1924;08/05/2022;14/03/2022;29156;579,5;267743;579,5;09/05/2022;PAID
1925;08/06/2022;14/03/2022;29156;579,5;267743;579,5;08/06/2022;PAID
1926;08/07/2022;14/03/2022;29156;579,5;267743;579,5;08/07/2022;PAID
1927;14/03/2022;14/03/2022;504;115;267735;115;14/03/2022;PAID
1928;10/03/2022;14/03/2022;48475;285;267744;285;14/03/2022;PAID
1929;11/03/2022;14/03/2022;6756;134;267709;134;14/03/2022;PAID
1930;14/03/2022;14/03/2022;23692;30;267567;30;14/03/2022;PAID
1931;14/03/2022;14/03/2022;253844;138;267589;138;14/03/2022;PAID
1932;14/03/2022;15/03/2022;428974;153,08;267575;153,08;15/03/2022;PAID
1933;08/04/2022;15/03/2022;428974;215,33;267575;215,33;08/04/2022;PAID
1934;15/03/2022;15/03/2022;1100372883;660;267619;564,3;15/03/2022;PAID
1935;10/04/2022;15/03/2022;43819;1022;253270;1022;11/04/2022;PAID
1936;15/03/2022;15/03/2022;1100372845;56,43;267619;56,43;15/03/2022;PAID
1937;15/03/2022;15/03/2022;503967;156,1;267574;156,1;15/03/2022;PAID
1938;15/03/2022;15/03/2022;29700;228;267574;228;15/03/2022;PAID
1939;15/03/2022;15/03/2022;123;850;253252;850;15/03/2022;PAID
1940;15/03/2022;16/03/2022;429444;960,25;267575;960,25;16/03/2022;PAID
1941;30/03/2022;16/03/2022;429445;1825,79;267575;1825,79;28/03/2022;PAID
1942;14/04/2022;16/03/2022;5229;546,22;267582;546,22;11/04/2022;PAID
1943;14/05/2022;16/03/2022;5229;381,84;267582;381,84;16/05/2022;PAID
1944;13/06/2022;16/03/2022;5229;381,84;267582;381,84;13/06/2022;PAID
1945;04/04/2022;16/03/2022;151936;932;253256;932;04/04/2022;PAID
1946;24/04/2022;16/03/2022;151936;932;253256;932;25/04/2022;PAID
1947;14/05/2022;16/03/2022;151936;934,2;253256;934,2;16/05/2022;PAID
1948;16/03/2022;16/03/2022;359840;370;267589;333;16/03/2022;PAID
1949;31/03/2022;17/03/2022;429893;414,92;267575;414,92;28/03/2022;PAID
1950;17/04/2022;17/03/2022;6156;2285;267576;2285;18/04/2022;PAID
1951;18/03/2022;18/03/2022;1100373219;133;267619;120;18/03/2022;PAID
1952;18/03/2022;18/03/2022;23744;60;267567;60;18/03/2022;PAID
1953;18/03/2022;18/03/2022;1100373314;330;267619;282,15;18/03/2022;PAID
1954;18/03/2022;18/03/2022;23752;60;267567;60;18/03/2022;PAID
1955;18/03/2022;18/03/2022;514851;37,5;267574;37,5;18/03/2022;PAID
1956;18/03/2022;18/03/2022;29780;85;267574;85;18/03/2022;PAID
